address,num_of_common,num_of_bronze,num_of_silver,num_of_gold,num_of_platinum,num_of_brilliant
omniflix1gs3vn08vmrj0zfrcz9r45phhs4ycrc5hu8rdjc,3,0,0,0,0,0
omniflix198zzfckxnuscmgu4cx8acmvfpvpgwpf0yl73q7,3,0,0,0,0,0
omniflix1msru3w4qdf9l4a8tyspzu4an39sygmm8y6tf0u,1,5,0,0,0,0
omniflix12n6ugxl3cqwhqc49eqk4zuxs8ymdkk4w0y4y4e,3,0,0,0,0,0
omniflix19ngy88uunen6s9my8pdadhe03ca3hwx9vgeql9,1,0,0,0,0,0
omniflix14k2lk8vvlnrkwe7hnkk34rklpsw2uvm0cwgg37,0,1,2,0,0,0
omniflix13a46jkhx0wn5vwlpmn2vlx38gwyzpsjya5d8n9,1,0,1,0,0,0
omniflix12zwrgpjf92mf76hsg2f8emteff6h32uav6h47k,3,0,0,0,0,0
omniflix1tw59eezlx5j8kr0grl3jryug44wafvmwjrra0a,0,2,0,0,0,0
omniflix109yj0f9un9s7t6rg8snylv0uddpu69qyt0sltj,0,1,0,2,0,0
omniflix1290satv35f0e0sn7z4lqya6myqyz8ywuksat6s,3,0,0,0,0,0
omniflix1f5ry4pss84h0gcf0arywwfu8y2fckl0vqvjsca,2,0,0,0,0,0
omniflix1hcw8qyeyp6487knn2j208erk7qknsdldkt0tva,3,0,0,0,0,0
omniflix18xqxf02q4ep2p0nrjwwkjt3s6vaw7uk6v7uw46,0,0,2,0,0,0
omniflix1lxp46srs36raq0s09sqjjhkx9ecghzxuh8eg67,0,1,0,0,0,0
omniflix1zspvyej446ctwxm8rkrffmy9jy5jyaulx7llez,0,2,0,0,0,0
omniflix1w6mn4yp48a8nw7876zmndvgvr4crzd27ypp5ku,0,0,2,0,0,0
omniflix130jgp0008eaaxx9sv73mgfftm5gesc8er625eq,0,2,0,0,0,0
omniflix1mawvv3jxj2u08p2r2srmkytergxqd7emexdlf6,1,1,0,0,0,0
omniflix1yvy79vkez7p7jfl43wkrs7kmmgtns6ul0rys6d,0,2,0,0,0,0
omniflix1q4v5vazpdgrxsz6f3t8ntxufv33y62gngk7sdm,0,2,0,0,0,0
omniflix1gwa7wwh7r0tkjrzrqegt2aknt88rhc6vtp5vp5,3,0,0,0,0,0
omniflix17j48mqa3caypwj8kh8k8t6jwpxm6gseh5rjzgx,0,2,2,0,0,0
omniflix1rz9p7ccnpczakgmdkyrwajvjzaa2fsep8xfltr,0,3,0,0,0,0
omniflix18yyvg2dvxls2ptls38p0pnzvum5s99gs6j65py,0,1,0,0,0,0
omniflix1sh702sgm2dmheu8a9f0h9f0669z3rzyg6e8md9,0,0,2,0,0,0
omniflix1t6ncn353j2dmaes34t7p2vgauuvh3xxa23eryu,0,2,0,0,2,0
omniflix12585plpxqa5pjr2f5gk2nejunxtzd6kswkc0yu,2,0,0,0,0,0
omniflix1ruphl50638rpc93vpr6nzaaw76ludcsllfvrf5,2,2,3,0,0,0
omniflix1ucmy7pw7s4t62p9szm3avmyfcevmmkfajcnywk,2,0,0,0,0,0
omniflix1h29vyrx0szetffc3ykadftdvx8zpyfhufdmr2t,2,0,0,0,0,0
omniflix18k80rmtkun70hypz23s7e7jm5uawm35dah92p7,1,1,0,0,0,0
omniflix1vv7kh3s624ze74uc9t0rlfvuvp0cddwld9c8qj,0,2,0,0,0,0
omniflix15ahmd5zgvh80vclhs6xuu56yz6zv9kpzhfyqwg,0,2,0,0,0,0
omniflix1p3ncz038ewjt3qakq8jk5v3a9n70rhf93e06vq,0,0,2,0,0,0
omniflix1r85m2jcghwgn57dl50uldw8sr3mydw2e90m7l6,3,0,0,0,0,0
omniflix1srsqk8ltmrv6fepwqrcdwhl8yssal6xkj380xr,0,0,2,0,0,0
omniflix1nzjsnu5hu5y0a25kt0dfc7zccs4h9g3qu06sf5,0,2,0,0,0,0
omniflix1xxav88ctrsm8le670rjcux6sv6j3kk4twnydup,0,2,0,0,0,0
omniflix1pe25hyxkmd6nul9p7wa4r5u8ry383mr5yf2ph4,1,1,0,0,0,0
omniflix1yllwcnarwq54342exwue7n30vy64qua3pk80g7,0,1,5,0,0,0
omniflix13nf9kcs4zcuph0z42dlng7xcwhta78gedf73z8,0,1,1,0,0,0
omniflix1mgat7lmzwgl4emnwvpw5uxl4x7ylg6qxl0upvk,0,0,2,0,0,0
omniflix1n2rp7lq2z8x8yf32krxez3x6ytdhm5cm0qd7c7,3,0,0,0,0,0
omniflix1ckruqxzk5pae056dnwdszscwjsem6c7u5mdx4p,0,2,0,0,0,0
omniflix10l92286fqk7cvj3ycg4zqlcuqq2euql9ankdhv,0,2,0,0,0,0
omniflix12kaasu3hxnlhvha96u9067glj0ajennnpr6yxr,1,0,0,0,0,0
omniflix18402uxqshsujk42clftk5lfs9j4lhask90fjd6,0,0,1,0,0,0
omniflix1v6zclywmm0fm3vyyferjpcyqa66927yxctsld7,0,2,0,0,0,0
omniflix1c4fxt5ralsm5zqq03m8z8pqgkvkfy7ptezth7e,0,1,1,0,0,0
omniflix1ryxhnd9vw34c6a66qr0gxyjazvaevhy50agw2a,0,2,0,0,0,0
omniflix1uc68xn4cpcrpgr7myyyr5f74f40as4k2y83lxj,0,0,2,0,0,0
omniflix1uwv6g26nt4alr66ptd3h8lzft8srmlfsxh384s,1,1,0,0,0,0
omniflix1wzzj7ltus95svqyf7waphjfr8ru6n98m7kczl6,2,0,0,0,0,0
omniflix1jsl0n0f4v09gxur5rz2vqa3tj82vtm797520xs,0,1,1,0,0,0
omniflix1jtnfqvhmre2yfu92nz7eaxrr6sjtddcxfhfjr8,0,3,0,0,0,0
omniflix180j05q24wpedqesguwdkta42k0gxd7j6psc8uc,0,2,2,2,0,0
omniflix13gpzdltuc4pa8l5u4m30fknsjxaqgk254z4lmp,0,1,1,0,0,0
omniflix1c8rq0vxgd2htwg02crzcurml4wazazuer0zlat,0,0,2,0,0,0
omniflix174dkcspfw8dsx4nq0lma7nefdafflfl4j0a7n9,3,0,0,0,0,0
omniflix122yjsf5lvrc2mk53y4jt9majlpmm958r3rwwms,1,1,0,0,0,0
omniflix1mu0hg0hspg48wshlm68gumygl0uwp88add5mwa,0,4,2,0,0,0
omniflix1ktzd8krcwzxghwee3e9q5kxx3ya8ahkpwengg2,0,1,0,1,0,0
omniflix190ml7jr8n3jjgrcvusv5mn6j3h79ctlxt759a6,3,0,0,0,0,0
omniflix1vhl0sf7xnm0uymye89y70tej4jua3u9d4jpd8z,3,0,0,0,0,0
omniflix1q8jh7q0nmytds0s4l46u4z6wvqgxqwcfzjd570,2,0,0,0,0,0
omniflix1xxghydt3cddccjvk2uagycp8uf9gy3vsclk7fl,1,1,0,0,0,0
omniflix1mmspdyd5zualxrmyquyaahn3fwa7syg2cyrtrf,0,2,0,2,0,0
omniflix1k4sj8qq7frv6vz2pxs7dgdst7ydm6fc986675v,0,0,0,1,0,0
omniflix1rd97647ygkgn5e533gletv6zt0zeyes6nahds8,0,0,2,1,0,0
omniflix1z489jzq8xeu33zj3hkv5w65yuznwdqc6lqzm9m,0,1,4,0,0,0
omniflix1edmxrp73uh4ret7xrfsjz22ux604kwqyk77krj,3,0,0,0,0,0
omniflix1glw25sdmcjgrcecng4mpklx9lnmj7wkcp60n66,3,0,0,0,0,0
omniflix1vxvq2yxypsdfg8s0wnykjuxuhhs3k9g9syacza,0,0,2,0,0,0
omniflix1nx0agtcksnauh3ck9dc3xm9glwv4eukn4ezu6d,3,0,0,0,0,0
omniflix1kkzqwfrkz0d6fqug94ykevzqf9a6hdjppn0zl0,3,0,0,0,0,0
omniflix1c2wq9v8fgr4qx4c00j78nh5627whrhw4xp2dpu,3,0,0,0,0,0
omniflix1tjnsgv3hypczpmeqv35868l29anmfamm7w0khu,2,0,0,0,0,0
omniflix12n6w4x5h0eg3z5ln3ahfpcr4aakpzduuyuyyjj,0,1,1,0,0,0
omniflix1vmwa9kncj6a5nvum4tl8nvv8n659mj8hera3f0,0,1,0,0,0,0
omniflix19pj3pdx7uw6pdxda6agu9xy7jnng4cs7ujs893,1,1,0,0,0,0
omniflix1l37ear4quhg2q33tfq7nl7hwjurnl330erausw,1,1,0,0,0,0
omniflix1mv4dal8j97n3gdtanm7lfz3jgv22ucdlqxcw86,1,1,0,0,0,0
omniflix1skgedxmp3ekgyvq3ljsq7p278ra0cdv5w66vpp,0,1,0,0,0,0
omniflix1tz2mkgn6njgvwtp5d2w6awqlevul2vuguc27fd,3,0,0,0,0,0
omniflix1qdpg9u54nxdrq26dgs7wpf4jwkl58e5zgqunll,0,0,2,0,0,0
omniflix1g8rkc3wvw8caeepedt7t0ljm9h0wf2265suwxu,0,3,5,0,0,0
omniflix1naazk4pwhwxrkzx8gp6f97cjuahvvfy87q9g6z,0,2,0,0,0,0
omniflix1za3cf7xrm53m2anu6ht6jyepzunzh7yzzz4dnn,3,0,0,0,0,0
omniflix1c3n304e93va2plcfjratlmcuza3pcgx82rkjpf,0,2,0,0,0,0
omniflix1fjx0wcf4nhtjckkmjvc46492pup4klht8ee732,3,0,0,0,0,0
omniflix1jzpr7vg8nzfvhyvnz0x7zxp08rq6e6c5rjktnt,3,0,0,0,0,0
omniflix1phg2gjl4v20e6y6gwdgmah7prkrxpv24rh5e0n,3,0,0,0,0,0
omniflix1h6d2f6jdmwys308rd6rp5d2xgswqmu9lzyxx3p,2,0,0,0,0,0
omniflix1ep5ew56z5jxls62tn5dn6plee2s7q7hwmxre9k,0,2,0,0,0,0
omniflix18v2s6ehv2ytamynezc6rk4w8rcpuw4y8jgvqe7,5,0,0,0,0,0
omniflix1cpze7u9k3a9yqz0lddkwjnrnm0mx0a9dqffes5,0,1,0,2,0,0
omniflix1y6fgpwfszllallrgx3pd60vknsenjj7fkgnzvs,0,2,0,0,0,0
omniflix1z4yu58vu90np5sh04j3p62vaqwl8y2t0fre3jf,0,2,2,2,0,0
omniflix1t9l0e8z399y6hrv9490dhd9vnqxcqqf33w2nux,2,0,0,0,0,0
omniflix1fxh8glx6kmx8kyhftmgjf79e6f98l5c8mva9ye,3,0,0,0,0,0
omniflix1ugk5hkffn23ugfzje2uzwqqymxpn0d47zyjhs8,0,0,2,0,0,0
omniflix109kwf05m25zslkc442re3krjuhjhjcq848veqp,4,0,0,0,0,0
omniflix1l5g5836zsv4y2h04qzkuzeysq2fmg4qrsujgr3,0,0,0,2,0,0
omniflix16jcs9hcg7775t5d3txp0rzrnlws94pz9nheevu,0,2,0,0,0,0
omniflix17xt9kr2dmw5yddhn03juk4756z05cxu9492rr0,3,0,0,0,0,0
omniflix1js0nmypuz89raj4fdtgl9qph96e8x376x4m40y,1,5,0,0,0,0
omniflix1sglesmh8n6vdcagfka8k3wm6rhey0e6kdsqfeq,0,1,1,0,0,0
omniflix1h90ewyzglahtgm3h7hdnjwx378du45yyuu83ku,0,2,0,0,0,0
omniflix1hm44zl8nw0nxljxtnks6akt99gle4yarq74lnm,3,0,0,0,0,0
omniflix16x39rds06c57as8wmzh5wdhwqw6eyvhw57frm0,3,0,0,0,0,0
omniflix1ajjvgsh5lc28hl0dnvdf3w82ks9xfq02w7q0av,0,0,0,2,0,0
omniflix1nyt9p0t6pams6se0xl2tv43m9ttkkwyu6ece3x,0,0,2,0,0,0
omniflix102pgak594zhx5avre2ghr0untrmd8c6htz0856,3,0,0,0,0,0
omniflix1wqtnz843l80r9s95j7musrd857htpge8zukn98,3,0,0,0,0,0
omniflix1vpvk45u776q6rwg93a6ah86j760jrc0l4wxc0s,0,1,0,0,0,0
omniflix1dungsfmeepuhsf26jugl36gvxqfhre0q0r0mu5,3,0,0,0,0,0
omniflix1zlehs444wranjxs6arnw9gy8yt9jmf8ap7tp2g,1,1,0,0,0,0
omniflix12sj3dyjlfmsymyq27r6ss7zrcfk4fg8ld4sr42,0,0,0,2,0,0
omniflix10p5vg39dh0l2nfq72s039tenqpga7ck6c85vvy,3,0,0,0,0,0
omniflix1vgffh7lz287g5akqlljq2rep663qrsnjtvenf5,0,2,3,0,0,0
omniflix1w8cr2uya55ytc3v8gxddteem6jzgcldmlfs60g,0,1,0,0,0,0
omniflix12teuxq4xvyyrhyylc3j7n09dqvdsdx682j8462,0,0,1,0,0,0
omniflix15yxcwclhmum4drpeyxppkdu8t365yta4fmwtlx,0,2,0,0,0,0
omniflix134048fp24s7kcd8jn3qz7qeeldvncgq62mht96,3,0,0,0,0,0
omniflix1mc8v5n9wekhwn7umvahhwdj3fn66l2qq2hv709,0,0,2,0,0,0
omniflix1emy3zjcvayjz9u9zk2yc84a5yy8n0zlu7m6e6y,0,2,0,0,0,0
omniflix19h5tvn8k07l70vdt3mp7tr505ksnmtm50jjalm,0,2,0,0,0,0
omniflix1f6dgvttnv4fuc5vv58nrzrexevn5tc67dlv694,0,2,0,0,0,0
omniflix1fmkvt5zxy6ccazlnfnx2evmfjphxw8ff4g83k7,0,4,1,0,0,0
omniflix1uyc0ymr2ms6jqmpxxs3288lxfwg883knrlrn3h,0,0,2,0,0,0
omniflix18y8p3p2gz8v3sslzjgv7ja6n8vwxy2h0e9hut9,0,1,1,0,0,0
omniflix18dy9e8e7ag5qfxp5hpzd4r3grt9kaavvzmyxq0,0,1,1,0,0,0
omniflix1q54q38lwdx7agq2ddhh090wczh8jt9y4j49cqg,1,0,1,0,0,0
omniflix106h5juhmegsnr4sr5ukpg23ha3z7m4z6k7xwax,1,0,0,0,0,0
omniflix16t52wpsehkjfsqa3tf0dd8tr59l9yckpp9nprc,3,0,0,0,0,0
omniflix1ej7tcc7g9364rygfsqf44z74l6lgyfjz4wuj6q,0,4,1,2,0,0
omniflix16jxmelcmf0884s0y4xnwty9sawztmlmnjd2ssp,3,0,0,0,0,0
omniflix1lwet762w64fyfhpaugwzm2wf37vyudde4469re,0,1,0,1,0,0
omniflix1xhqcklpsg72v3pl83n7urjyc53qyvf52klxuul,0,1,0,0,0,0
omniflix1u45w3jvz5p0lj87cfuu2ur8d08u5xw2ertxj6u,1,3,0,0,0,0
omniflix1pfkfatdmhfekh7ewycp0cm4wv5rh9azlugjht8,0,1,0,0,0,0
omniflix1rg8w4w9xg0f9yeq3as20zayjewzw52dqtgvteg,1,0,0,0,0,0
omniflix1lq4jvza6s5jazk3k7qfjwst9l4drusngwpulyr,0,1,1,0,0,0
omniflix1j7zdf98u6l2e7lnax8zmjqhw5kwf9k28jqrswx,0,0,2,0,0,0
omniflix13hf88n6z89jmktgn6ry7fzfs045ty0usess4ty,1,1,0,0,0,0
omniflix1sa7spj5qyeagr87y069j2qcmxdswhh72tslpqh,2,0,0,0,0,0
omniflix1pzutaql3lezknper6r0dazmxkec5jss2ck8fs7,3,0,0,0,0,0
omniflix1qslqegfn25ymlkhxdwam7604gwwzgd6xshw6pn,3,0,0,0,0,0
omniflix1n56chlkzsw3lzpngvwh9qkeu20u0ah55pcc7ut,2,0,0,0,0,0
omniflix1arggvj5459hvkdyyyy5z5js6s5yh99qurmww4q,3,0,0,0,0,0
omniflix10yz2kl63hnxc97vjv5nsxx4skhdqsew44ucpef,0,1,1,0,0,0
omniflix1cx6zm0jt5mtnp2tf47nzdrls7sanwn2634w29n,0,0,0,2,0,0
omniflix1p2he5zqwtmcqethacpthzuqcyse9qsctzllsgr,3,0,0,0,0,0
omniflix1mfcsmkqzcl8q0xnt5qazcw9fhts28wydwln3yx,3,0,0,0,0,0
omniflix149kju52wvmjz95mnx6zezqey6va68pzv8xvh3x,3,0,0,0,0,0
omniflix19rgr4ngez8m8hjp49f43kc9vgpzj55teg5fehk,3,0,0,0,0,0
omniflix1ynjv4l0vw6dvzcel4kqply5637jacfrdvrpew3,1,6,0,0,0,0
omniflix183a6vmh5cy9ylehhyfa92s6l7el7tnjfmdeknw,0,1,2,0,0,0
omniflix1k87v9a4eur9kaqe9kammmp6d04ss4txq49j536,3,0,0,0,0,0
omniflix166vz23mcdyue55jddpzegjqusz3ku9z02mhs9x,3,0,0,0,0,0
omniflix1w040amxqmgr5nf3h2ez2t06nm8use6xu7pg00z,0,2,0,0,0,0
omniflix1qen2yywv7n4kztg5897n56tcpydhqnj89jlr2h,0,1,1,0,0,0
omniflix1wcu4q3z56k9gjc6cgvrky99rpf982ejaw9tjg3,0,0,2,0,0,0
omniflix187puuef0cvwcuu0pxta7p6vlalkmd0qv6adz4p,0,2,0,0,0,0
omniflix1v4tvwwssz99j6ppupn59l0nn9m9k7ucmn66pv7,0,1,1,0,0,0
omniflix1ewls99tc9rztgqdqlwhlu8dut5a9vgpx53n73u,1,1,0,0,0,0
omniflix1z4nw3pjfxn0xs749c7hwg87zd8djyu8jywufkt,0,0,2,0,0,0
omniflix1zn5npyp3puvhhp880kzjhmnd6ch7vuj2pn4jmm,0,1,0,0,0,0
omniflix1vycf2grvlk9a0dapkl3l2jus36q7v2ggkjnnph,0,4,2,0,0,0
omniflix1g034ctdrkpcykyclz7rghezmqqwzrpx7kus8fg,1,0,0,0,0,0
omniflix1t0deh0ndsnqydf7jwt79rutke6ecw3euhwzkpp,0,0,2,0,0,0
omniflix1fmhnxh9jy4gp06ld7dqagt52hex65u2v9c3eyn,0,0,1,0,0,0
omniflix18euwxpf9yhmjjrj0vrpns5e8l8k35pqlyqtduw,0,2,0,0,0,0
omniflix1y3whv353ns2tntur6nrtv4t7fjr2ear2e7zx3x,2,2,1,0,0,0
omniflix1agu4wt9c4zw7z2cy34w9x0gh8q44fms5l05fy7,0,2,0,0,0,0
omniflix1klfqtzh5a6543tnhnwp2etwsekdxxerqzj5th7,0,2,0,0,0,0
omniflix1klnyukj6c92kazetrmjy4a59grmyu7xdw39faw,0,2,1,0,0,0
omniflix1rf957gux7xka2rmemqhvxcfqkpc3jpg2pqldph,0,0,1,0,0,0
omniflix1w3q6z3hydvw59hmk39cdtl2dr92lykjyrcgykr,0,3,0,0,1,3
omniflix17rzrtkej3nwxteyqhjzerjx4eyvyn85jgcssc8,3,0,0,0,0,0
omniflix142lrwyr3eq8ln408qtd4xg0fuerrzxrskmw40s,1,3,0,0,0,0
omniflix1j24w0pn459xxstcyfex76nvj4pjdelw8vc3c9k,0,2,0,0,0,0
omniflix1dw2jaax2wvxqer8x6ctazp7s4fndppc585ux9u,0,2,0,3,0,0
omniflix1mdcmp82hantx64x3h5kpn4wrarjk3yfws4e3e6,0,2,0,0,0,0
omniflix1jll0mmlutjmn6fh6trln4avm0p239nf80jt9fq,1,0,0,0,0,0
omniflix1aazmfzyjhm2x3dnu3fx3zfhyr63dtdrnj6dpge,0,2,0,0,0,0
omniflix1f4apv73pwpgw5j9h6x9p3hmcea9t97le865wy4,0,2,0,0,0,0
omniflix1vjkwcvqrdsyft6kwpmptuwz26w6ezyd2qhp6ex,0,2,0,0,0,0
omniflix1vt63tnpf3c0mydsxua5cuf5tvk39zs5kjsafjy,3,0,0,0,0,0
omniflix1d873wj4w3jkq7czvkg5nefa2sl6q69p9tedlzr,0,4,1,0,0,0
omniflix1xel8wcvhevgs3vk9gd90974rmg0x48cgk38p8f,0,2,0,0,0,0
omniflix1mjxt5wc8fd9sqac20jvjvy4968kuyffvqg4muk,0,2,0,0,0,0
omniflix1sa9wpprcfg6juyzc49c75dqthpmz4fc60qsgyy,2,0,0,0,0,0
omniflix13tenxzld6d8f28zrlkj4scefs65v3nt2kyq3u8,0,0,2,0,0,0
omniflix1hnw80cmd9y75hc66rxn3f4d40nrl4e0w0y005u,0,2,0,0,0,0
omniflix1kqj4q7404qt0gu9qa9qqgq2ua9e8j5ju50luj7,2,0,0,0,0,0
omniflix1yghn44q6dxc9v6yyj8nu5l7tuaqr57glxfr2pd,2,0,0,0,0,0
omniflix1mdlm3j6wgp70vulnc4gfcj0r3d5pwkcavu0ruw,0,0,2,0,0,0
omniflix1y5k0em5pzu7ztmwuh3yclmjxxh0ane5hccgf0y,1,1,0,0,0,0
omniflix1pk3lemu5u2np669aalce6k6az35tyqyr2cgevm,3,0,2,0,0,0
omniflix1rxvx0jcy7qzvgjkc76axrwkjwmw6pgumpgz2lr,1,1,0,0,0,0
omniflix133zltdcyukuspxpnntetr6w078eg0amkmw8xgj,0,0,2,0,0,0
omniflix1chax97y8lwprf8dha3u4lteztvjyjcs3ptv2wk,3,0,0,0,0,0
omniflix1vpkn9e3ryclmlg9y75m6vc0wveucdmtwyzvqjd,1,0,0,0,0,0
omniflix10gwvcflwgmyjenuyd3g9e4m8fg6wqvfr8tkrra,0,2,0,0,0,0
omniflix1mwmapvdzrc9hezq8r8lfmpzqu4zmsj2y8rzcyj,0,1,2,0,0,0
omniflix1zfsjjftm0hwp0l0tpdt58qpx7k846zt9ry4f4y,0,3,2,0,0,0
omniflix1ek5wvv5x9kg8600x728eygpn6p5nra8wxnxew8,0,2,0,0,0,0
omniflix1rt7tepu2grwle4jghgnllpr6p8hx0w99cvjuvm,3,0,0,0,0,0
omniflix1ax9xadyc5lm5d8u0ea6ms6pk5lzxgd0v6h0p0x,0,2,0,0,0,0
omniflix1a72fcqp8ud5hxseuerg5pwllk9tx6qhkpun8n4,0,2,0,0,0,0
omniflix165zgea2hv2fxqcmfgf5tvjfru2nqykrk7k4qgf,2,0,0,0,0,0
omniflix1cam7tymwpx6ntf7c74r3nxxjs32flwjq2wwaux,0,2,2,0,0,0
omniflix1mwt8k63jh75da2pkh6saef02ed620waenlfycc,0,6,0,0,0,0
omniflix1ta7ekgha0pw7ctpfpv8zxpmx8k9fy6ve07yz9h,0,3,0,0,0,0
omniflix1mcnmlyscf03y7znuyjtx035chuj93wrll33f23,0,0,2,0,0,0
omniflix1n0jgfzg9n47merdpdlm2z64kq5jvxfyarpqu9s,0,1,0,0,0,0
omniflix1ttu2jc4nhc25wspmxptfwjttzkpyrux97xurwj,0,1,0,0,0,0
omniflix1swmr824k8f5m92fmjfrzqkhww2w5kg4q0qw7x2,0,2,0,0,0,0
omniflix1jqrlk2xcjnh8pfnljd0mancmzyzr7yvpcfw6t6,0,2,0,0,0,0
omniflix15mrfsewhptwta9w3e0c778nf7axck64znk8yws,0,0,1,1,0,0
omniflix10lfcrlehjrj5sf66ayyyfrj7peppd3daf68cz7,2,0,0,0,0,0
omniflix1ncrfd5tgf7ktalaalc8ffxaqh7xkasra52r3wn,3,0,0,0,0,0
omniflix1muddd22d9h63eldmpwnpts2qt772ht00qh4sfr,0,1,1,0,0,0
omniflix1w69xgxrgkw6rkpcpfsswywwg932w3ng4w4ne69,1,0,0,0,0,0
omniflix1pwtsc2wwwgwhppw6et6f4c7ql0rdx4g5sfg72k,3,0,0,0,0,0
omniflix1l07lhprfe5jlhtpnk9hnrayvcc6ymuax0j8wx9,0,2,0,0,0,0
omniflix1506raxtnk77n9eqwdqcaxkufqfm3swp5zzjsat,3,0,0,0,0,0
omniflix1040f8vvg855wypn8z46gkmapsxdq3v98qjcta2,3,0,0,0,0,0
omniflix18jz6yuyy0675lxsakt6x0e9dluw8uljfa8zuyl,0,2,0,0,0,0
omniflix1uev8h2eyps08gxu7kh4zqvlm5s56at773q7xt2,0,0,2,0,0,0
omniflix1frgtccs98ty4d3ruuztc8f5xs2xql45u57pwgm,3,0,0,0,0,0
omniflix1tcj59nhftmnrceup9yp8s9tykn6qzssjxg3qgr,0,0,1,1,0,0
omniflix1uwnnvam8uf8u5zpgyhjc3fx644m53j46dyhkqx,3,0,0,0,0,0
omniflix1rrztjak0wz2f2qn84gmyrkaq6vfs9dtfngrzgk,3,0,0,0,0,0
omniflix1ag7x63w3pe8jnqw7d6403yk07t0umdqyxdq6ey,0,2,0,0,0,0
omniflix1e2k3xuhlzt34t35uxennqug5lxg2pa22d08myg,0,2,2,0,0,0
omniflix1xuee0elflxm8cld4hh0n8qws3shmj949gw680k,2,0,0,0,0,0
omniflix1820wf6ygkwyg4jp8s2003lqdv5qxk63rx85gxf,1,2,0,0,0,0
omniflix1x9gfgfpt6lvc4sm4lyjdd37eaq0kl3t8re4fl3,0,1,2,0,0,0
omniflix1am080l5h5ehd07gzcwnwmvuc4mt6kj4udulu74,1,1,0,0,0,0
omniflix1tgnfvty6rttdal357erep303mrrfpp0dm3y28j,0,4,0,0,0,0
omniflix1nerxr7j6u6df8dhvhk88qxrq23psemxrlcn23n,0,2,0,0,0,0
omniflix1f4jdzm8e7cee3xu2s35cz44f8qyqtey0rx0zh7,2,2,0,0,0,0
omniflix1gunghwmnpmldrk9sv865xpfza3nhkv2r89geqm,0,1,0,2,0,0
omniflix17jn9uh5jg356zr35mcdnc7amd6ufhgw20nxuvt,0,0,1,0,0,0
omniflix10rnsl4m6u5pd4fk9fndenmyyxcm5d9h9ejt4lc,0,1,1,1,0,0
omniflix1cxy9yf2vrpj7scw4z7fv4tam53y7s32p2fskp4,1,1,0,0,0,0
omniflix1hjrkd65kse9e56gkeh0dmq79z4lu2lcu6zyxaw,0,2,0,0,0,0
omniflix1nus7xwfctwykavld8ngdck0vkxxngsecdkcy0s,0,2,2,0,0,0
omniflix17cw9d79ckz0z7r6fencl7ekasatn0zdkrxv596,3,0,0,0,0,0
omniflix1tculxuycletzs0vfxgj9sc23pj2awncppxevnt,1,1,0,0,0,0
omniflix1nvwmjjk8qkjdwhg34082lp3p6kfgc0qtmcdzfm,0,0,2,0,0,0
omniflix178z8avdcuv9nj40ntersp7ml75kyyz6mdvmrhy,3,0,0,0,0,0
omniflix1gett53d9e38gj0t3cxq8ew3hkge7s6kpfyed2f,1,3,1,0,0,0
omniflix18662vadjfczc2dh3ex0dj8wrkd0fkzy0jzx0dm,0,2,0,0,0,0
omniflix17j8ac75l5p62za6wzv9auz8xrhcu74exp58869,3,0,0,0,0,0
omniflix1u77k6m6au2s9rj8rw2nw63k3a6yh7zu4y2h5ft,0,2,0,0,0,0
omniflix1xpfdf7nfsxygh0gu5ewgaw9gqlf7y2fuqpgcaa,0,2,0,0,0,0
omniflix1ckc6wd3eld372e4m803ftkqc5te5vpmxaz6tp8,0,0,2,0,0,0
omniflix1n2kzhfy4dy2ndmrg8702tm2eqwmky4m4vw4jw8,3,0,0,0,0,0
omniflix12fl64v27w9z03fmzu9agvnvr5rxgyenf9vl92a,0,1,3,0,0,0
omniflix1ewqfyq3fdazv03ru2z7lpdha7emlrd487s6c8d,0,8,0,1,0,0
omniflix1veenv5jh5c32vkhjt7j986dr3yk3pu4dlzljde,0,0,2,0,0,0
omniflix1txksd93szxrkce4afxr30lxdf759wlxrvw26lu,0,0,1,0,0,0
omniflix169se4awcc40mgfwnxt6k0rjkgzv9m9y0skrsv2,0,2,0,0,0,0
omniflix1gp88dlg86ha868qhf8c4lac8t3tjqpzqpatr9f,0,1,0,0,0,0
omniflix14t054geyynwkxvh546vqy0yz8tp7xry4z4cxvx,0,2,0,0,0,0
omniflix1c0d93pu386f24953s80tsc5s8lctmwxgyw4djy,0,1,0,0,0,0
omniflix13ruufp6gg8zhlp4gkul8v4j6yjp9zf6jfchhl9,0,0,2,0,0,0
omniflix1fuan3ga5kgnn6kym9svlh52xmasfzakefnjhdn,3,0,0,0,0,0
omniflix1yhpz3dtrggwuf6ml4hfr6j228ygzly3c8jzc8j,1,0,1,0,0,0
omniflix1cpcheclytczjls3ald2g590zk82ksq5adevnjs,0,2,0,0,0,0
omniflix1tkgeqmemqgd6dac50nvsnd7jdv8pkqkvsnezdm,3,0,0,0,0,0
omniflix1ulzvl89s5p3w5vp3dhrh0hknzfd5hqm9zv9jse,1,0,0,0,0,0
omniflix1h5um5dhv97zvrwywg2rfcm7q88lv7xh4jv9lnd,0,0,1,1,0,0
omniflix1z4mr2jta0vfx8hxustn0hhsnmjlek04dc09hhp,1,1,0,0,0,0
omniflix1rtsa33ql2m8f997p2vymdfszzdku6pqg36wmxy,0,2,0,0,0,0
omniflix1lyrgvfpvpx95pa9tqlj7malwyta99j5xywlf44,0,2,0,0,0,0
